:Mots:Transcription Phonétique:Genre Grammatical:Paires Minimales
1:('aède', 'alde'):('aɛd', 'ald'):('Nom', 'Nom'):('ɛ', 'l')
22362:('fer', 'vert'):('fɛʁ', 'vɛʁ'):('Nom', 'Nom'):('f', 'v')
22363:('ferrage', 'ferrate'):('fɛʁaʒ', 'fɛʁat'):('Nom', 'Nom'):('ʒ', 't')
22364:('ferrage', 'forage'):('fɛʁaʒ', 'fɔʁaʒ'):('Nom', 'Nom'):('ɛ', 'ɔ')
22365:('ferrage', 'fourrage'):('fɛʁaʒ', 'fuʁaʒ'):('Nom', 'Nom'):('ɛ', 'u')
22366:('ferrage', 'serrage'):('fɛʁaʒ', 'sɛʁaʒ'):('Nom', 'Nom'):('f', 's')
22367:('ferrage', 'terrage'):('fɛʁaʒ', 'tɛʁaʒ'):('Nom', 'Nom'):('f', 't')
22368:('ferrate', 'ferrite'):('fɛʁat', 'fɛʁit'):('Nom', 'Nom'):('a', 'i')
22369:('ferrement', 'fervent'):('fɛʁmɑ̃', 'fɛʁvɑ̃'):('Nom', 'Nom'):('m', 'v')
22370:('ferrement', 'firman'):('fɛʁmɑ̃', 'fiʁmɑ̃'):('Nom', 'Nom'):('ɛ', 'i')
22371:('ferrement', 'forement'):('fɛʁmɑ̃', 'fɔʁmɑ̃'):('Nom', 'Nom'):('ɛ', 'ɔ')
22372:('ferrement', 'formant'):('fɛʁmɑ̃', 'fɔʁmɑ̃'):('Nom', 'Nom'):('ɛ', 'ɔ')
22373:('ferrement', 'serment'):('fɛʁmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('f', 's')
22374:('ferrement', 'serrement'):('fɛʁmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('f', 's')
22375:('ferrement', 'terrement'):('fɛʁmɑ̃', 'tɛʁmɑ̃'):('Nom', 'Nom'):('f', 't')
22376:('ferrer', 'ferret'):('fɛʁe', 'fɛʁɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
22377:('ferrer', 'ferron'):('fɛʁe', 'fɛʁɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
22378:('ferrer', 'fesser'):('fɛʁe', 'fɛse'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 's')
22379:('ferrer', 'forer'):('fɛʁe', 'fɔʁe'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'ɔ')
22380:('ferrer', 'fourré'):('fɛʁe', 'fuʁe'):('Verbe infinitif', 'Nom'):('ɛ', 'u')
22381:('ferrer', 'fourrer'):('fɛʁe', 'fuʁe'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'u')
22382:('ferrer', 'furer'):('fɛʁe', 'fyʁe'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'y')
22383:('ferrer', 'guerrer'):('fɛʁe', 'gɛʁe'):('Verbe infinitif', 'Verbe infinitif'):('f', 'g')
22384:('ferrer', 'pairer'):('fɛʁe', 'pɛʁe'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22385:('ferrer', 'perré'):('fɛʁe', 'pɛʁe'):('Verbe infinitif', 'Nom'):('f', 'p')
22386:('ferrer', 'terrer'):('fɛʁe', 'tɛʁe'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22387:('ferrer', 'verrer'):('fɛʁe', 'vɛʁe'):('Verbe infinitif', 'Verbe infinitif'):('f', 'v')
22388:('ferret', 'ferron'):('fɛʁɛ', 'fɛʁɔ̃'):('Nom', 'Nom'):('ɛ', 'ɔ̃')
22389:('ferret', 'forain'):('fɛʁɛ', 'fɔʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22390:('ferret', 'foret'):('fɛʁɛ', 'fɔʁɛ'):('Nom', 'Nom'):('ɛ', 'ɔ')
22391:('ferret', 'forint'):('fɛʁɛ', 'fɔʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22392:('ferret', 'furet'):('fɛʁɛ', 'fyʁɛ'):('Nom', 'Nom'):('ɛ', 'y')
22393:('ferret', 'merrain'):('fɛʁɛ', 'mɛʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22394:('ferret', 'terrain'):('fɛʁɛ', 'tɛʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22395:('ferret', 'terret'):('fɛʁɛ', 'tɛʁɛ'):('Nom', 'Nom'):('f', 't')
22396:('ferrimagnétisme', 'ferromagnétisme'):('feʁimaɲetism', 'feʁomaɲetism'):('Nom', 'Nom'):('i', 'o')
22397:('ferriste', 'serriste'):('fɛʁist', 'sɛʁist'):('Nom', 'Nom'):('f', 's')
22398:('ferron', 'froc'):('fɛʁɔ̃', 'fʁɔk'):('Nom', 'Nom'):('ɔ̃', 'k')
22399:('ferron', 'furon'):('fɛʁɔ̃', 'fyʁɔ̃'):('Nom', 'Nom'):('ɛ', 'y')
22400:('ferron', 'vairon'):('fɛʁɔ̃', 'vɛʁɔ̃'):('Nom', 'Nom'):('f', 'v')
22401:('fertilisant', 'fertiliser'):('fɛʁtilizɑ̃', 'fɛʁtilize'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
22402:('fervent', 'servant'):('fɛʁvɑ̃', 'sɛʁvɑ̃'):('Nom', 'Nom'):('f', 's')
22403:('feseur', 'peseur'):('fəzœʁ', 'pəzœʁ'):('Nom', 'Nom'):('f', 'p')
22404:('fessard', 'fesseur'):('fɛsaʁ', 'fɛsœʁ'):('Nom', 'Nom'):('a', 'œ')
22405:('fesser', 'fessou'):('fɛse', 'fɛsu'):('Verbe infinitif', 'Nom'):('e', 'u')
22406:('fesser', 'foncer'):('fɛse', 'fɔ̃se'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'ɔ̃')
22407:('fesser', 'laisser'):('fɛse', 'lɛse'):('Verbe infinitif', 'Verbe infinitif'):('f', 'l')
22408:('fesser', 'mincer'):('fɛse', 'mɛ̃se'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'ɛ̃')
22409:('fesser', 'pincer'):('fɛse', 'pɛ̃se'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'ɛ̃')
22410:('fesser', 'rincer'):('fɛse', 'ʁɛ̃se'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'ɛ̃')
22411:('fesser', 'sincer'):('fɛse', 'sɛ̃se'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'ɛ̃')
22412:('fesser', 'vesser'):('fɛse', 'vɛse'):('Verbe infinitif', 'Verbe infinitif'):('f', 'v')
22413:('fesseur', 'pinceur'):('fɛsœʁ', 'pɛ̃sœʁ'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22414:('fessier', 'foncier'):('fɛsje', 'fɔ̃sje'):('Nom', 'Nom'):('ɛ', 'ɔ̃')
22415:('festin', 'feston'):('fɛstɛ̃', 'fɛstɔ̃'):('Nom', 'Nom'):('ɛ̃', 'ɔ̃')
22416:('festin', 'fustet'):('fɛstɛ̃', 'fystɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
22417:('feston', 'fiston'):('fɛstɔ̃', 'fistɔ̃'):('Nom', 'Nom'):('ɛ', 'i')
22418:('feston', 'teston'):('fɛstɔ̃', 'tɛstɔ̃'):('Nom', 'Nom'):('f', 't')
22419:('feston', 'veston'):('fɛstɔ̃', 'vɛstɔ̃'):('Nom', 'Nom'):('f', 'v')
22420:('festonner', 'testonner'):('fɛstɔne', 'tɛstɔne'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22421:('feuillage', 'fillage'):('fœjaʒ', 'fijaʒ'):('Nom', 'Nom'):('œ', 'i')
22422:('feuillé', 'feuillant'):('fœje', 'fœjɑ̃'):('Nom', 'Nom'):('e', 'ɑ̃')
22423:('feuillé', 'feuillet'):('fœje', 'fœjɛ'):('Nom', 'Nom'):('e', 'ɛ')
22424:('feuillé', 'feuillu'):('fœje', 'fœjy'):('Nom', 'Nom'):('e', 'y')
22425:('feuillé', 'fouiller'):('fœje', 'fuje'):('Nom', 'Verbe infinitif'):('œ', 'u')
22426:('feuillé', 'seuiller'):('fœje', 'sœje'):('Nom', 'Verbe infinitif'):('f', 's')
22427:('feuillant', 'feuiller'):('fœjɑ̃', 'fœje'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
22428:('feuillant', 'feuillet'):('fœjɑ̃', 'fœjɛ'):('Nom', 'Nom'):('ɑ̃', 'ɛ')
22429:('feuillant', 'feuillu'):('fœjɑ̃', 'fœjy'):('Nom', 'Nom'):('ɑ̃', 'y')
22430:('feuiller', 'feuillet'):('fœje', 'fœjɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
22431:('feuiller', 'feuillu'):('fœje', 'fœjy'):('Verbe infinitif', 'Nom'):('e', 'y')
22432:('feuiller', 'fouiller'):('fœje', 'fuje'):('Verbe infinitif', 'Verbe infinitif'):('œ', 'u')
22433:('feuiller', 'seuiller'):('fœje', 'sœje'):('Verbe infinitif', 'Verbe infinitif'):('f', 's')
22434:('feuillet', 'feuillu'):('fœjɛ', 'fœjy'):('Nom', 'Nom'):('ɛ', 'y')
22435:('feuillet', 'fouillet'):('fœjɛ', 'fujɛ'):('Nom', 'Nom'):('œ', 'u')
22436:('feulement', 'filement'):('fœlmɑ̃', 'filmɑ̃'):('Nom', 'Nom'):('œ', 'i')
22437:('feulement', 'follement'):('fœlmɑ̃', 'fɔlmɑ̃'):('Nom', 'Adverbe'):('œ', 'ɔ')
22438:('feulement', 'foulement'):('fœlmɑ̃', 'fulmɑ̃'):('Nom', 'Nom'):('œ', 'u')
22439:('feulement', 'seulement'):('fœlmɑ̃', 'sœlmɑ̃'):('Nom', 'Adverbe'):('f', 's')
22440:('feuler', 'filé'):('føle', 'file'):('Verbe infinitif', 'Nom'):('ø', 'i')
22441:('feuler', 'filer'):('føle', 'file'):('Verbe infinitif', 'Verbe infinitif'):('ø', 'i')
22442:('feuler', 'foehner'):('føle', 'føne'):('Verbe infinitif', 'Verbe infinitif'):('l', 'n')
22443:('feuler', 'fouler'):('føle', 'fule'):('Verbe infinitif', 'Verbe infinitif'):('ø', 'u')
22444:('feuler', 'fuller'):('føle', 'fule'):('Verbe infinitif', 'Verbe infinitif'):('ø', 'u')
22445:('feuler', 'meuler'):('føle', 'møle'):('Verbe infinitif', 'Verbe infinitif'):('f', 'm')
22446:('feu', 'fin'):('fø', 'fɛ̃'):('Nom', 'Nom'):('ø', 'ɛ̃')
22447:('feu', 'fin'):('fø', 'fɛ̃'):('Nom', 'Adverbe'):('ø', 'ɛ̃')
22448:('feu', 'fond'):('fø', 'fɔ̃'):('Nom', 'Nom'):('ø', 'ɔ̃')
22449:('feu', 'fonds'):('fø', 'fɔ̃'):('Nom', 'Nom'):('ø', 'ɔ̃')
22450:('feu', 'fou'):('fø', 'fu'):('Nom', 'Nom'):('ø', 'u')
22451:('feu', 'fut'):('fø', 'fy'):('Nom', 'Nom'):('ø', 'y')
22452:('feu', 'gueux'):('fø', 'gø'):('Nom', 'Nom'):('f', 'g')
22453:('feu', 'jeu'):('fø', 'ʒø'):('Nom', 'Nom'):('f', 'ʒ')
22454:('feu', 'leu'):('fø', 'lø'):('Nom', 'Nom'):('f', 'l')
22455:('feu', 'peu'):('fø', 'pø'):('Nom', 'Adverbe'):('f', 'p')
22456:('feu', 'phe'):('fø', 'fe'):('Nom', 'Nom'):('ø', 'e')
22457:('feu', 'phi'):('fø', 'fi'):('Nom', 'Nom'):('ø', 'i')
22458:('feu', 'pho'):('fø', 'fo'):('Nom', 'Nom'):('ø', 'o')
22459:('feurre', 'for'):('fœʁ', 'fɔʁ'):('Nom', 'Nom'):('œ', 'ɔ')
22460:('feurre', 'fort'):('fœʁ', 'fɔʁ'):('Nom', 'Nom'):('œ', 'ɔ')
22461:('feurre', 'fort'):('fœʁ', 'fɔʁ'):('Nom', 'Adverbe'):('œ', 'ɔ')
22462:('feurre', 'four'):('fœʁ', 'fuʁ'):('Nom', 'Nom'):('œ', 'u')
22463:('feurre', 'fun'):('fœʁ', 'fœn'):('Nom', 'Nom'):('ʁ', 'n')
22464:('feurre', 'fur'):('fœʁ', 'fyʁ'):('Nom', 'Nom'):('œ', 'y')
22465:('feurre', 'hueur'):('fœʁ', 'yœʁ'):('Nom', 'Nom'):('f', 'y')
22466:('feurre', 'leurre'):('fœʁ', 'lœʁ'):('Nom', 'Nom'):('f', 'l')
22467:('feurre', 'phare'):('fœʁ', 'faʁ'):('Nom', 'Nom'):('œ', 'a')
22468:('feurre', 'phore'):('fœʁ', 'fɔʁ'):('Nom', 'Nom'):('œ', 'ɔ')
22469:('feutier', 'feutrer'):('føtje', 'føtʁe'):('Nom', 'Verbe infinitif'):('j', 'ʁ')
22470:('feutrement', 'foutrement'):('føtʁəmɑ̃', 'futʁəmɑ̃'):('Nom', 'Adverbe'):('ø', 'u')
22471:('feutrement', 'neutrement'):('føtʁəmɑ̃', 'nøtʁəmɑ̃'):('Nom', 'Adverbe'):('f', 'n')
22472:('feutre', 'foutre'):('føtʁ', 'futʁ'):('Nom', 'Verbe infinitif'):('ø', 'u')
22473:('feutre', 'neutre'):('føtʁ', 'nøtʁ'):('Nom', 'Nom'):('f', 'n')
22474:('fez', 'foin'):('fɛz', 'fwɛ̃'):('Nom', 'Nom'):('z', 'ɛ̃')
22475:('fez', 'fouin'):('fɛz', 'fwɛ̃'):('Nom', 'Nom'):('z', 'ɛ̃')
22476:('fez', 'frein'):('fɛz', 'fʁɛ̃'):('Nom', 'Nom'):('z', 'ɛ̃')
22477:('fez', 'jèze'):('fɛz', 'ʒɛz'):('Nom', 'Nom'):('f', 'ʒ')
22478:('fez', 'pèze'):('fɛz', 'pɛz'):('Nom', 'Nom'):('f', 'p')
22479:('fez', 'quinze'):('fɛz', 'kɛ̃z'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22480:('fez', 'seize'):('fɛz', 'sɛz'):('Nom', 'Nom'):('f', 's')
22481:('fiabiliser', 'viabiliser'):('fjabilize', 'vjabilize'):('Verbe infinitif', 'Verbe infinitif'):('f', 'v')
22482:('fièrement', 'flairement'):('fjɛʁmɑ̃', 'flɛʁmɑ̃'):('Adverbe', 'Nom'):('j', 'l')
22483:('fiérot', 'frérot'):('fjeʁo', 'fʁeʁo'):('Nom', 'Nom'):('j', 'ʁ')
22484:('fibrer', 'fifrer'):('fibʁe', 'fifʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'f')
22485:('fibrer', 'vibrer'):('fibʁe', 'vibʁe'):('Verbe infinitif', 'Verbe infinitif'):('f', 'v')
22486:('fichage', 'figeage'):('fiʃaʒ', 'fiʒaʒ'):('Nom', 'Nom'):('ʃ', 'ʒ')
22487:('fichage', 'filage'):('fiʃaʒ', 'filaʒ'):('Nom', 'Nom'):('ʃ', 'l')
22488:('fichage', 'fillage'):('fiʃaʒ', 'fijaʒ'):('Nom', 'Nom'):('ʃ', 'j')
22489:('ficher', 'fichet'):('fiʃe', 'fiʃɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
22490:('ficher', 'fichu'):('fiʃe', 'fiʃy'):('Verbe infinitif', 'Nom'):('e', 'y')
22491:('ficher', 'figer'):('fiʃe', 'fiʒe'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'ʒ')
22492:('ficher', 'filé'):('fiʃe', 'file'):('Verbe infinitif', 'Nom'):('ʃ', 'l')
22493:('ficher', 'filer'):('fiʃe', 'file'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'l')
22494:('ficher', 'fitter'):('fiʃe', 'fite'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 't')
22495:('ficher', 'miché'):('fiʃe', 'miʃe'):('Verbe infinitif', 'Nom'):('f', 'm')
22496:('ficher', 'nicher'):('fiʃe', 'niʃe'):('Verbe infinitif', 'Verbe infinitif'):('f', 'n')
22497:('ficher', 'quicher'):('fiʃe', 'kiʃe'):('Verbe infinitif', 'Verbe infinitif'):('f', 'k')
22498:('fichet', 'fichu'):('fiʃɛ', 'fiʃy'):('Nom', 'Nom'):('ɛ', 'y')
22499:('fichet', 'filet'):('fiʃɛ', 'filɛ'):('Nom', 'Nom'):('ʃ', 'l')
22500:('fichet', 'filin'):('fiʃɛ', 'filɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22501:('fichet', 'guichet'):('fiʃɛ', 'giʃɛ'):('Nom', 'Nom'):('f', 'g')
22502:('fichet', 'nichet'):('fiʃɛ', 'niʃɛ'):('Nom', 'Nom'):('f', 'n')
22503:('fichier', 'figuier'):('fiʃje', 'figje'):('Nom', 'Nom'):('ʃ', 'g')
22504:('fic', 'fil'):('fik', 'fil'):('Nom', 'Nom'):('k', 'l')
22505:('fic', 'fils'):('fik', 'fis'):('Nom', 'Nom'):('k', 's')
22506:('fic', 'finn'):('fik', 'fin'):('Nom', 'Nom'):('k', 'n')
22507:('fic', 'foc'):('fik', 'fok'):('Nom', 'Nom'):('i', 'o')
22508:('fic', 'phoque'):('fik', 'fɔk'):('Nom', 'Nom'):('i', 'ɔ')
22509:('fic', 'pic'):('fik', 'pik'):('Nom', 'Nom'):('f', 'p')
22510:('fic', 'pique'):('fik', 'pik'):('Nom', 'Nom'):('f', 'p')
22511:('fic', 'sic'):('fik', 'sik'):('Nom', 'Adverbe'):('f', 's')
22512:('fic', 'sikh'):('fik', 'sik'):('Nom', 'Nom'):('f', 's')
22513:('fic', 'sique'):('fik', 'sik'):('Nom', 'Nom'):('f', 's')
22514:('fic', 'tic'):('fik', 'tik'):('Nom', 'Nom'):('f', 't')
22515:('fictionnaire', 'fonctionnaire'):('fiksjɔnɛʁ', 'fɔ̃ksjɔnɛʁ'):('Nom', 'Nom'):('i', 'ɔ̃')
22516:('fictionnaliser', 'fonctionnaliser'):('fiksjɔnalize', 'fɔ̃ksjɔnalize'):('Verbe infinitif', 'Verbe infinitif'):('i', 'ɔ̃')
22517:('fictionner', 'fonctionner'):('fiksjɔne', 'fɔ̃ksjɔne'):('Verbe infinitif', 'Verbe infinitif'):('i', 'ɔ̃')
22518:('ficus', 'fucus'):('fikys', 'fykys'):('Nom', 'Nom'):('i', 'y')
22519:('fief', 'fiel'):('fjɛf', 'fjɛl'):('Nom', 'Nom'):('f', 'l')
22520:('fief', 'kief'):('fjɛf', 'kjɛf'):('Nom', 'Nom'):('f', 'k')
22521:('fielleusement', 'mielleusement'):('fjɛløzmɑ̃', 'mjɛløzmɑ̃'):('Adverbe', 'Adverbe'):('f', 'm')
22522:('fiel', 'fioul'):('fjɛl', 'fjul'):('Nom', 'Nom'):('ɛ', 'u')
22523:('fiel', 'fuel'):('fjɛl', 'fjul'):('Nom', 'Nom'):('ɛ', 'u')
22524:('fiel', 'miel'):('fjɛl', 'mjɛl'):('Nom', 'Nom'):('f', 'm')
22525:('fiel', 'nielle'):('fjɛl', 'njɛl'):('Nom', 'Nom'):('f', 'n')
22526:('fiel', 'riel'):('fjɛl', 'ʁjɛl'):('Nom', 'Nom'):('f', 'ʁ')
22527:('fiel', 'tielle'):('fjɛl', 'tjɛl'):('Nom', 'Nom'):('f', 't')
22528:('fier', 'fieu'):('fje', 'fjø'):('Verbe infinitif', 'Nom'):('e', 'ø')
22529:('fier', 'fion'):('fje', 'fjɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
22530:('fier', 'ouiller'):('fje', 'uje'):('Verbe infinitif', 'Verbe infinitif'):('f', 'u')
22531:('fier', 'pied'):('fje', 'pje'):('Verbe infinitif', 'Nom'):('f', 'p')
22532:('fier', 'scier'):('fje', 'sje'):('Verbe infinitif', 'Verbe infinitif'):('f', 's')
22533:('fier', 'vier'):('fje', 'vje'):('Verbe infinitif', 'Nom'):('f', 'v')
22534:('fieu', 'fion'):('fjø', 'fjɔ̃'):('Nom', 'Nom'):('ø', 'ɔ̃')
22535:('fieu', 'freux'):('fjø', 'fʁø'):('Nom', 'Nom'):('j', 'ʁ')
22536:('fieu', 'lieu'):('fjø', 'ljø'):('Nom', 'Nom'):('f', 'l')
22537:('fieu', 'mieux'):('fjø', 'mjø'):('Nom', 'Adverbe'):('f', 'm')
22538:('fieu', 'pieu'):('fjø', 'pjø'):('Nom', 'Nom'):('f', 'p')
22539:('fieu', 'vieux'):('fjø', 'vjø'):('Nom', 'Nom'):('f', 'v')
22540:('figeage', 'filage'):('fiʒaʒ', 'filaʒ'):('Nom', 'Nom'):('ʒ', 'l')
22541:('figeage', 'fillage'):('fiʒaʒ', 'fijaʒ'):('Nom', 'Nom'):('ʒ', 'j')
22542:('figement', 'filement'):('fiʒmɑ̃', 'filmɑ̃'):('Nom', 'Nom'):('ʒ', 'l')
22543:('figement', 'finement'):('fiʒmɑ̃', 'finmɑ̃'):('Nom', 'Adverbe'):('ʒ', 'n')
22544:('figement', 'firman'):('fiʒmɑ̃', 'fiʁmɑ̃'):('Nom', 'Nom'):('ʒ', 'ʁ')
22545:('figer', 'filé'):('fiʒe', 'file'):('Verbe infinitif', 'Nom'):('ʒ', 'l')
22546:('figer', 'filer'):('fiʒe', 'file'):('Verbe infinitif', 'Verbe infinitif'):('ʒ', 'l')
22547:('figer', 'fitter'):('fiʒe', 'fite'):('Verbe infinitif', 'Verbe infinitif'):('ʒ', 't')
22548:('figer', 'fonger'):('fiʒe', 'fɔ̃ʒe'):('Verbe infinitif', 'Verbe infinitif'):('i', 'ɔ̃')
22549:('figer', 'fouger'):('fiʒe', 'fuʒe'):('Verbe infinitif', 'Verbe infinitif'):('i', 'u')
22550:('figer', 'piger'):('fiʒe', 'piʒe'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22551:('figer', 'tiger'):('fiʒe', 'tiʒe'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22552:('fignoler', 'guignoler'):('fiɲɔle', 'giɲɔle'):('Verbe infinitif', 'Verbe infinitif'):('f', 'g')
22553:('fignoler', 'pignoler'):('fiɲɔle', 'piɲɔle'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22554:('figuier', 'viguier'):('figje', 'vigje'):('Nom', 'Nom'):('f', 'v')
22555:('figuré', 'figurant'):('figyʁe', 'figyʁɑ̃'):('Nom', 'Nom'):('e', 'ɑ̃')
22556:('figuré', 'fissurer'):('figyʁe', 'fisyʁe'):('Nom', 'Verbe infinitif'):('g', 's')
22557:('figurant', 'figurer'):('figyʁɑ̃', 'figyʁe'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
22558:('figurer', 'fissurer'):('figyʁe', 'fisyʁe'):('Verbe infinitif', 'Verbe infinitif'):('g', 's')
22559:('filage', 'filao'):('filaʒ', 'filao'):('Nom', 'Nom'):('ʒ', 'o')
22560:('filage', 'fillage'):('filaʒ', 'fijaʒ'):('Nom', 'Nom'):('l', 'j')
22561:('filage', 'foulage'):('filaʒ', 'fulaʒ'):('Nom', 'Nom'):('i', 'u')
22562:('filage', 'pilage'):('filaʒ', 'pilaʒ'):('Nom', 'Nom'):('f', 'p')
22563:('filage', 'village'):('filaʒ', 'vilaʒ'):('Nom', 'Nom'):('f', 'v')
22564:('filé', 'filet'):('file', 'filɛ'):('Nom', 'Nom'):('e', 'ɛ')
22565:('filé', 'filin'):('file', 'filɛ̃'):('Nom', 'Nom'):('e', 'ɛ̃')
22566:('filé', 'film'):('file', 'film'):('Nom', 'Nom'):('e', 'm')
22567:('filé', 'filon'):('file', 'filɔ̃'):('Nom', 'Nom'):('e', 'ɔ̃')
22568:('filé', 'filou'):('file', 'filu'):('Nom', 'Nom'):('e', 'u')
22569:('filé', 'fitter'):('file', 'fite'):('Nom', 'Verbe infinitif'):('l', 't')
22570:('filé', 'fouler'):('file', 'fule'):('Nom', 'Verbe infinitif'):('i', 'u')
22571:('filé', 'fuller'):('file', 'fule'):('Nom', 'Verbe infinitif'):('i', 'u')
22572:('filé', 'giler'):('file', 'ʒile'):('Nom', 'Verbe infinitif'):('f', 'ʒ')
22573:('filé', 'guillet'):('file', 'gile'):('Nom', 'Nom'):('f', 'g')
22574:('filé', 'huiler'):('file', 'ɥile'):('Nom', 'Verbe infinitif'):('f', 'ɥ')
22575:('filé', 'killer'):('file', 'kile'):('Nom', 'Verbe infinitif'):('f', 'k')
22576:('filé', 'philo'):('file', 'filo'):('Nom', 'Nom'):('e', 'o')
22577:('filé', 'piler'):('file', 'pile'):('Nom', 'Verbe infinitif'):('f', 'p')
22578:('filement', 'filmer'):('filmɑ̃', 'filme'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
22579:('filement', 'finement'):('filmɑ̃', 'finmɑ̃'):('Nom', 'Adverbe'):('l', 'n')
22580:('filement', 'firman'):('filmɑ̃', 'fiʁmɑ̃'):('Nom', 'Nom'):('l', 'ʁ')
22581:('filement', 'follement'):('filmɑ̃', 'fɔlmɑ̃'):('Nom', 'Adverbe'):('i', 'ɔ')
22582:('filement', 'foulement'):('filmɑ̃', 'fulmɑ̃'):('Nom', 'Nom'):('i', 'u')
22583:('filement', 'vilement'):('filmɑ̃', 'vilmɑ̃'):('Nom', 'Adverbe'):('f', 'v')
22584:('filer', 'filet'):('file', 'filɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
22585:('filer', 'filin'):('file', 'filɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
22586:('filer', 'film'):('file', 'film'):('Verbe infinitif', 'Nom'):('e', 'm')
22587:('filer', 'filon'):('file', 'filɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
22588:('filer', 'filou'):('file', 'filu'):('Verbe infinitif', 'Nom'):('e', 'u')
22589:('filer', 'fitter'):('file', 'fite'):('Verbe infinitif', 'Verbe infinitif'):('l', 't')
22590:('filer', 'fouler'):('file', 'fule'):('Verbe infinitif', 'Verbe infinitif'):('i', 'u')
22591:('filer', 'fuller'):('file', 'fule'):('Verbe infinitif', 'Verbe infinitif'):('i', 'u')
22592:('filer', 'giler'):('file', 'ʒile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ʒ')
22593:('filer', 'guillet'):('file', 'gile'):('Verbe infinitif', 'Nom'):('f', 'g')
22594:('filer', 'huiler'):('file', 'ɥile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ɥ')
22595:('filer', 'killer'):('file', 'kile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'k')
22596:('filer', 'philo'):('file', 'filo'):('Verbe infinitif', 'Nom'):('e', 'o')
22597:('filer', 'piler'):('file', 'pile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22598:('filet', 'film'):('filɛ', 'film'):('Nom', 'Nom'):('ɛ', 'm')
22599:('filet', 'filon'):('filɛ', 'filɔ̃'):('Nom', 'Nom'):('ɛ', 'ɔ̃')
22600:('filet', 'filou'):('filɛ', 'filu'):('Nom', 'Nom'):('ɛ', 'u')
22601:('filet', 'follet'):('filɛ', 'fɔlɛ'):('Nom', 'Nom'):('i', 'ɔ')
22602:('filet', 'gilet'):('filɛ', 'ʒilɛ'):('Nom', 'Nom'):('f', 'ʒ')
22603:('filet', 'philo'):('filɛ', 'filo'):('Nom', 'Nom'):('ɛ', 'o')
22604:('filet', 'pilet'):('filɛ', 'pilɛ'):('Nom', 'Nom'):('f', 'p')
22605:('filet', 'vilain'):('filɛ', 'vilɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
22606:('filin', 'film'):('filɛ̃', 'film'):('Nom', 'Nom'):('ɛ̃', 'm')
22607:('filin', 'filon'):('filɛ̃', 'filɔ̃'):('Nom', 'Nom'):('ɛ̃', 'ɔ̃')
22608:('filin', 'filou'):('filɛ̃', 'filu'):('Nom', 'Nom'):('ɛ̃', 'u')
